Mode,BusinessDate,DateTime,CardID,CardType,Card_SubType_Desc,Payment_Type,Fare_Type,Concession_Type,MI_Card_Group,VehicleID,ParentRoute,RouteID,StopID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
3,2015-09-08,2015-09-08T18:33:00,10711871,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,532,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-19,2015-11-19T18:34:55,8059950,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,652,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-10-17,2015-10-17T12:50:12,12555780,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,603,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-15,2015-11-15T16:57:30,12079700,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,652,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-20,2015-11-20T17:25:23,13902441,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-20,2015-11-20T17:27:32,7369740,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-08-17,2015-08-17T09:18:51,13856040,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,690,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-20,2015-11-20T17:28:58,5823360,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-21,2015-11-21T08:57:33,10300800,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,699,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-08-15,2015-08-15T09:18:53,10455540,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,644,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-14,2015-11-14T07:34:29,2448471,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,558,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-20,2015-11-20T17:07:40,12652441,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-11-20,2015-11-20T17:09:01,2697550,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4472,Miller Street - Stop 34,34-Miller St/St Georges Rd (Preston),Platform,Preston,3072,Melbourne,Darebin,Greater Metro,-37.75227,144.994927
3,2015-10-20,2015-10-20T11:37:04,12541330,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,568,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-11-21,2015-11-21T09:17:42,14702351,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-09-02,2015-09-02T08:16:10,9808641,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,546,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-08-22,2015-08-22T09:50:06,10370530,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,606,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-08-17,2015-08-17T07:16:51,146931,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,690,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-11-21,2015-11-21T05:53:20,1994401,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-11-20,2015-11-20T16:53:20,10370530,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,687,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-10-18,2015-10-18T15:43:22,12436130,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,627,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-09-01,2015-09-01T10:17:33,6821580,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,594,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-10-03,2015-10-03T12:54:46,1474871,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,670,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-09-30,2015-09-30T09:23:01,1560640,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,701,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-08-15,2015-08-15T12:26:39,12626810,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,548,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-10-19,2015-10-19T08:34:15,9808641,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,617,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-10-13,2015-10-13T08:16:16,14270360,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,644,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-09-12,2015-09-12T19:37:23,10666540,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,548,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-11-19,2015-11-19T15:40:02,14064100,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,552,112,17669,4473,Devon Street - Stop 36,36-Devon St/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751266,144.990945
3,2015-09-01,2015-09-01T06:55:01,3948671,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,679,112,17669,4474,St Georges Road - Stop 35,35-St Georges Rd/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751643,144.994792
3,2015-11-20,2015-11-20T09:27:42,11935980,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,598,112,17669,4474,St Georges Road - Stop 35,35-St Georges Rd/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751643,144.994792
3,2015-08-10,2015-08-10T08:06:48,13858521,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,612,112,17669,4474,St Georges Road - Stop 35,35-St Georges Rd/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751643,144.994792
3,2015-11-16,2015-11-16T08:22:06,3571761,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,1942,112,17669,4474,St Georges Road - Stop 35,35-St Georges Rd/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751643,144.994792
3,2015-10-13,2015-10-13T08:17:07,8059950,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,644,112,17669,4474,St Georges Road - Stop 35,35-St Georges Rd/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751643,144.994792
3,2015-09-21,2015-09-21T09:16:19,8243990,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,635,112,17669,4474,St Georges Road - Stop 35,35-St Georges Rd/Miller St (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.751643,144.994792
3,2015-10-13,2015-10-13T08:15:14,9325571,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,644,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-15,2015-09-15T15:28:03,13102361,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,607,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-10-13,2015-10-13T08:15:18,14042851,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,644,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-11-19,2015-11-19T20:26:35,10097790,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,652,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-10-06,2015-10-06T17:12:38,3788040,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,617,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-08-17,2015-08-17T07:15:58,2822900,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,690,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-08-31,2015-08-31T07:21:02,2822900,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,637,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-11-13,2015-11-13T10:02:40,39431,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,604,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-01,2015-09-01T08:15:27,13957240,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,594,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-19,2015-09-19T11:46:28,7120571,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,675,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-08-10,2015-08-10T08:05:11,12850371,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,612,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-30,2015-09-30T09:21:47,2879220,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,701,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-08-31,2015-08-31T16:18:47,11443370,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,558,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-10-09,2015-10-09T18:22:49,2177311,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,599,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-26,2015-09-26T11:36:22,8778941,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,643,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-01,2015-09-01T08:15:24,7120571,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,594,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-10-09,2015-10-09T18:22:55,9193300,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,599,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-10-19,2015-10-19T14:44:18,10455540,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,627,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-18,2015-09-18T07:40:20,5930991,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,552,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-02,2015-09-02T14:45:28,2143100,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,627,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-11-14,2015-11-14T09:16:27,14042950,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,558,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-01,2015-09-01T08:15:21,1018900,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,594,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-09-19,2015-09-19T11:46:28,14086391,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,675,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-10-08,2015-10-08T09:15:17,14042960,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,627,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-10-22,2015-10-22T08:19:13,7120571,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,638,112,17669,4475,Miller Street - Stop 37,37-Miller St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.7506,144.988128
3,2015-11-18,2015-11-18T14:04:46,10960330,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,693,112,17669,4476,Oakover Road - Stop 38,38-Oakover Rd/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.748292,144.988526
3,2015-11-14,2015-11-14T12:53:12,12555780,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,670,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-08-31,2015-08-31T07:19:46,5858551,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,637,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-08-08,2015-08-08T20:55:27,3261170,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,670,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-10-15,2015-10-15T11:58:56,11790090,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,690,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-09-24,2015-09-24T07:22:56,4685170,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,703,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-10-08,2015-10-08T07:15:24,4685170,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,627,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-11-16,2015-11-16T18:31:11,13856191,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,636,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-08-26,2015-08-26T16:43:35,7488021,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,676,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-08-25,2015-08-25T12:14:52,13664891,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,652,112,17669,4477,Latona Avenue - Stop 39,39-Latona Ave/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.745624,144.988966
3,2015-09-12,2015-09-12T19:33:44,7861781,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,548,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-10-22,2015-10-22T10:17:13,10920581,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,638,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-11-25,2015-11-25T11:22:37,6407301,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,675,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-09-01,2015-09-01T08:12:32,1942131,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,594,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-09-01,2015-09-01T08:12:33,8570251,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,594,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-09-12,2015-09-12T19:33:47,6675800,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,548,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-10-17,2015-10-17T14:45:01,2967931,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,603,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-08-10,2015-08-10T08:12:30,1942131,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,690,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-09-19,2015-09-19T13:43:23,21020,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,675,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-10-13,2015-10-13T08:12:51,8570251,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,644,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-09-02,2015-09-02T08:12:55,8570251,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,546,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-09-02,2015-09-02T08:13:00,1942131,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,546,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-11-09,2015-11-09T08:07:03,11436981,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,636,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-11-14,2015-11-14T09:13:58,1669331,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,558,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-10-03,2015-10-03T12:50:58,1564361,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,670,112,17669,4478,Bell Street - Stop 40,40-Bell St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.743542,144.98925
3,2015-11-13,2015-11-13T09:52:29,13656540,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,592,112,17669,4479,Bruce Street - Stop 41,41-Bruce St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.740957,144.98971
3,2015-10-20,2015-10-20T09:40:57,2290651,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,568,112,17669,4479,Bruce Street - Stop 41,41-Bruce St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.740957,144.98971
3,2015-11-26,2015-11-26T10:16:08,10087611,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,592,112,17669,4479,Bruce Street - Stop 41,41-Bruce St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.740957,144.98971
3,2015-08-15,2015-08-15T12:22:34,2290651,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,548,112,17669,4479,Bruce Street - Stop 41,41-Bruce St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.740957,144.98971
3,2015-10-08,2015-10-08T07:12:03,1585010,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,627,112,17669,4480,Cramer Street - Stop 42,42-Cramer St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.738906,144.990027
3,2015-10-20,2015-10-20T09:39:57,12178440,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,568,112,17669,4480,Cramer Street - Stop 42,42-Cramer St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.738906,144.990027
3,2015-11-20,2015-11-20T07:23:25,1659260,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,598,112,17669,4480,Cramer Street - Stop 42,42-Cramer St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.738906,144.990027
3,2015-10-08,2015-10-08T07:12:32,2020371,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,627,112,17669,4480,Cramer Street - Stop 42,42-Cramer St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.738906,144.990027
3,2015-09-01,2015-09-01T14:41:06,2631431,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,679,112,17669,4480,Cramer Street - Stop 42,42-Cramer St/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.738906,144.990027
3,2015-09-11,2015-09-11T20:02:27,10114581,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,632,112,17669,4481,Murray Road - Stop 43,43-Murray Rd/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.736465,144.990416
3,2015-09-25,2015-09-25T07:47:20,1066350,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,592,112,17669,4481,Murray Road - Stop 43,43-Murray Rd/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.736465,144.990416
3,2015-10-13,2015-10-13T08:10:42,13245131,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,644,112,17669,4481,Murray Road - Stop 43,43-Murray Rd/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.736465,144.990416
3,2015-10-14,2015-10-14T08:10:10,57951,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,532,112,17669,4481,Murray Road - Stop 43,43-Murray Rd/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.736465,144.990416
3,2015-09-27,2015-09-27T14:36:34,12465150,1,Full Fare,Paid,Full Fare,Full Fare,Full Fare,674,112,17669,4481,Murray Road - Stop 43,43-Murray Rd/Gilbert Rd (Preston),Kerbside,Preston,3072,Melbourne,Darebin,Greater Metro,-37.736465,144.990416
